,text,threat
509,still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arrest me...san diego california hula vista fuck get inform right faggot shithead!!i still post computer...i said block me come fuck arr,1
510,dosh dosh dosh dosh dosh fuck cock sucker queer bate as wipe tell fuck write,1
511,wish useless fat slob would die nichola bryon,1
512,becaus armhol cunt fuck asshole. whimsic revert legitim addit bias natur go fuck pathet exist,1
513,"estop ad shit support fuck polit view addit onto wikipedia unintellectual, bias ad misinform manipul peopl think everyth republican parti deriv front mouth god fuck piec nigger shit either add construct edit use real sourc stay fuck wikipedia would like someon edit georg bush page comment michael moor keith olberman? would not show respect keep polit shit wikipedia fuck you intellectu piec garbag shit fuck nigger.ck",1
514,"haley seem like get mad aloft want call waaaaambul you want dick extra small too bitch made butthurt? bet orgi meetthemed meepthesheep, you three would make good threesom reject chan troll becam admin anoth websit unwarr self import spam faggot dick day seem like enjoy kind stuff idea realli tl;dr: made",1
515,unprotect http://en.wikipedia.org/wiki/user_talk:... fuck fucktard!,1
516,"a treivas, miller think safe fire island see bitch old old """"collaborating"""" ad content dubious import time photo fit yea know miller whore riva musca realli ream as good hard continu associ him despit ongo ever-increas threat well-b person safeti alway big mouth undo tell u be think harder get monkey fri citi take good look around see place somebodi play waiting?"""" fuck moron listen like fair give headsup. caution columbia bad could say hello time mayb time will patient make like cross street look right left...but also look behind look way front you time never know might come by way might abl to shall put it??...oh yeah might abl dodg bullet hope see soon you see us).... a",1
517,fuck bastard(turd),1
518,die day,1
519,fuck off give wikipedia playground messag fuck playground shitti articl like that may well let u fun revert instead gay auto revert,1
520,"cocksuck bill complet fuckfac like mess fuck edit final everyon fuck hate complet racist everyone!!!! wish shut fuck around peopl final com fuck dirti slutti bitch!!!! weeeelllll! billcj momus bitch big fat bitch biggest bitch whole wide world stupid bitch ever bitch bitch boy girl monday slut tuesday racist wednesday thru saturday bitch sunday differ super king kamehameha bitch ever met friend billcj mommi luckiest bitch whole wide world fuck old bitch fuck fat tit bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch fuck bitch billcj momus bitch racist bitch talk kid around world might go littl someth like this... sung three differ languag child ever met friend billcj mommi biggest bitch whole wide world mean old bitch stupid hair bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch stupid bitch billcj momus bitch dirti bitch realli mean it billcj mommi big fat fuck bitch big old fat fuck bitch billcj mommmmmmmmmmm yeahhhhh, chaaaaa cocksuck bill complet fuckfac like mess fuck edit final everyon fuck hate complet racist everyone!!!! wish shut fuck around peopl final com fuck dirti slutti bitch!!!! weeeelllll! billcj momus bitch big fat bitch biggest bitch whole wide world stupid bitch ever bitch bitch boy girl monday slut tuesday racist wednesday thru saturday bitch sunday differ super king kamehameha bitch ever met friend billcj mommi luckiest bitch whole wide world fuck old bitch fuck fat tit bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch fuck bitch billcj momus bitch racist bitch talk kid around world might go littl someth like this... sung three differ languag child ever met friend billcj mommi biggest bitch whole wide world mean old bitch stupid hair bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch bitch stupid bitch billcj momus bitch dirti bitch realli mean it billcj mommi big fat fuck bitch big old fat fuck bitch billcj mommmmmmmmmmm yeahhhhh, chaaaaa",1
521,fuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off-jewish ancestryfuck-off,1
522,bastard hope dog dy,1
523,peopl cunt bomb everi one mail box fuck bastard,1
524,stupid dumb shit goddamn mother fucker,1
525,go fuck com fukien faggot commit vandal page fukien day long like fuck queri oh... trace tip come back wireless network share lot peopl good luck wide dat queri fuck homo got damn dog rapist,1
526,stink as bitch motherfuck dick suck bitch go fuck hell dog as bitch!!!!!!!!!!,1
527,fuck son bitch,1
528,hey fuck would vandal articl dipshit? keep fuck jew-nos peopl goddamn busi got asshole?,1
529,funni person offend bad thing writer new you name etc right one get offend comment epithet websit person must grow spiritu centuri least one get offend previous comment person must kill him/hersef. take care,1
530,motherfuck suck major frisco cock lie commi bastard,1
531,return hour canuck wreak havoc faggot canadian as,1
532,not fuck piec garbag hope get shot face,1
533,hey hey faggot dead yet watch com get rape filthi pig one it come rape com shoot entir famili week live motherfuck,1
534,gay..... think realli realli gay probabl suck dick find someth better fag fix wikipedia pages.... say go block edit realli much it.... like go jail,1
535,plank articl plank keener fair articl plank juli the go kill founder wikipedia.com!!!!!!!!!!!!!!!!!!,1
